name,company,year,Price,kms_driven,fuel_type
Hyundai i10,Hyundai,i10,2009,53445,Diesel,Manual,835347
Ford Endeavour,Ford,Endeavour,2011,25307,Petrol,Automatic,613845
Honda Amaze,Honda,Amaze,2015,183421,Diesel,Manual,151788
Maruti Alto,Maruti,Alto,2005,27553,Diesel,Automatic,931821
Tata Altroz,Tata,Altroz,2007,174132,Petrol,Automatic,1154744
Volkswagen Vento,Volkswagen,Vento,2022,128690,CNG,Manual,1099981
Tata Tiago,Tata,Tiago,2013,51504,Diesel,Automatic,1333321
Kia Sonet,Kia,Sonet,2010,151126,Diesel,Manual,827114
Mahindra XUV300,Mahindra,XUV300,2014,54353,CNG,Manual,1004932
Kia Sonet,Kia,Sonet,2009,100259,Diesel,Automatic,805800
Kia Sonet,Kia,Sonet,2014,130787,Petrol,Automatic,949068
Honda Amaze,Honda,Amaze,2011,169394,CNG,Manual,330013
Kia Sonet,Kia,Sonet,2017,120932,Diesel,Manual,1160092
Honda City,Honda,City,2015,143838,CNG,Automatic,372393
Kia Sonet,Kia,Sonet,2009,62214,Diesel,Automatic,1143566
Toyota Fortuner,Toyota,Fortuner,2017,158134,CNG,Manual,75506
Volkswagen Polo,Volkswagen,Polo,2013,57105,CNG,Automatic,623483
Kia Sonet,Kia,Sonet,2011,88165,CNG,Automatic,342085
Kia Sonet,Kia,Sonet,2010,129273,Petrol,Automatic,1111883
Honda Jazz,Honda,Jazz,2013,187027,Petrol,Automatic,901592
Renault Duster,Renault,Duster,2017,133280,CNG,Automatic,138561
Renault Kwid,Renault,Kwid,2008,5629,Petrol,Manual,170372
Tata Tiago,Tata,Tiago,2006,68222,CNG,Automatic,1057479
Honda Jazz,Honda,Jazz,2008,95868,Diesel,Manual,188804
Kia Sonet,Kia,Sonet,2018,33727,CNG,Automatic,535239
Toyota Fortuner,Toyota,Fortuner,2012,67939,Diesel,Manual,1106340
Mahindra XUV300,Mahindra,XUV300,2019,156948,CNG,Automatic,1330555
Maruti Baleno,Maruti,Baleno,2015,28294,CNG,Automatic,932325
Volkswagen Vento,Volkswagen,Vento,2020,174882,CNG,Manual,896621
Honda Amaze,Honda,Amaze,2014,160840,CNG,Manual,118572
Ford Endeavour,Ford,Endeavour,2012,174305,CNG,Manual,690393
Toyota Innova,Toyota,Innova,2011,15959,CNG,Manual,451453
Hyundai i20,Hyundai,i20,2019,26945,Petrol,Manual,497157
Mahindra XUV500,Mahindra,XUV500,2023,181868,CNG,Automatic,282463
Volkswagen Vento,Volkswagen,Vento,2023,178967,Diesel,Automatic,694170
Mahindra Scorpio,Mahindra,Scorpio,2014,46018,Petrol,Automatic,1212061
Volkswagen Vento,Volkswagen,Vento,2015,115801,CNG,Manual,963303
Tata Tiago,Tata,Tiago,2019,120812,CNG,Manual,1044653
Honda Jazz,Honda,Jazz,2019,172648,Petrol,Automatic,665402
Mahindra Scorpio,Mahindra,Scorpio,2006,37474,Diesel,Automatic,1115383
Renault Kwid,Renault,Kwid,2015,64430,Petrol,Automatic,50000
Hyundai i10,Hyundai,i10,2023,167088,Diesel,Manual,116914
Mahindra XUV300,Mahindra,XUV300,2020,170183,CNG,Manual,406462
Volkswagen Vento,Volkswagen,Vento,2007,147704,CNG,Automatic,828336
Mahindra XUV500,Mahindra,XUV500,2013,82362,CNG,Manual,50000
Maruti Dzire,Maruti,Dzire,2006,7019,Diesel,Manual,881987
Maruti Alto,Maruti,Alto,2007,183266,Petrol,Manual,392403
Maruti Swift,Maruti,Swift,2023,197247,CNG,Automatic,509390
Toyota Fortuner,Toyota,Fortuner,2011,106343,Diesel,Automatic,206522
Ford Endeavour,Ford,Endeavour,2020,135015,Petrol,Automatic,732464
Tata Harrier,Tata,Harrier,2018,113071,Diesel,Automatic,112844
Ford Endeavour,Ford,Endeavour,2014,31602,Petrol,Manual,275024
Honda Jazz,Honda,Jazz,2019,94239,Diesel,Automatic,320530
Toyota Fortuner,Toyota,Fortuner,2014,191290,CNG,Manual,1121555
Kia Sonet,Kia,Sonet,2020,174416,CNG,Manual,806839
Tata Nexon,Tata,Nexon,2012,180564,Petrol,Automatic,1241033
Hyundai i10,Hyundai,i10,2018,6765,Petrol,Automatic,482644
Kia Sonet,Kia,Sonet,2014,84689,Diesel,Automatic,1089553
Ford Endeavour,Ford,Endeavour,2012,42798,Petrol,Manual,143123
Renault Duster,Renault,Duster,2012,90721,CNG,Manual,638497
Honda Jazz,Honda,Jazz,2023,65808,CNG,Manual,540202
Kia Seltos,Kia,Seltos,2010,104568,Petrol,Manual,223161
Ford EcoSport,Ford,EcoSport,2007,182036,CNG,Manual,50000
Maruti Swift,Maruti,Swift,2019,86525,Diesel,Automatic,402016
Mahindra XUV500,Mahindra,XUV500,2014,89227,CNG,Manual,728501
Maruti Swift,Maruti,Swift,2006,90422,Diesel,Manual,641673
Hyundai Verna,Hyundai,Verna,2006,169834,Diesel,Manual,155933
Kia Seltos,Kia,Seltos,2009,149744,CNG,Manual,817088
Tata Nexon,Tata,Nexon,2019,95626,Petrol,Automatic,914173
Ford EcoSport,Ford,EcoSport,2021,7618,CNG,Automatic,591535
Volkswagen Vento,Volkswagen,Vento,2008,16111,Diesel,Automatic,109890
Kia Sonet,Kia,Sonet,2019,192042,CNG,Automatic,593924
Maruti WagonR,Maruti,WagonR,2011,47044,Petrol,Automatic,376131
Maruti Baleno,Maruti,Baleno,2023,24469,Petrol,Manual,573332
Kia Sonet,Kia,Sonet,2014,165876,CNG,Manual,1080058
Volkswagen Polo,Volkswagen,Polo,2012,91516,Petrol,Manual,526695
Kia Sonet,Kia,Sonet,2023,155448,Petrol,Manual,1396353
Tata Nexon,Tata,Nexon,2021,105818,Diesel,Automatic,1318193
Renault Kwid,Renault,Kwid,2018,115368,Petrol,Manual,1177417
Tata Nexon,Tata,Nexon,2021,67799,CNG,Manual,339069
Kia Seltos,Kia,Seltos,2013,164575,Petrol,Automatic,423485
Honda Jazz,Honda,Jazz,2014,154866,Diesel,Manual,1026688
Hyundai Verna,Hyundai,Verna,2009,18191,Petrol,Automatic,515940
Mahindra Scorpio,Mahindra,Scorpio,2013,186762,Diesel,Automatic,737542
Renault Duster,Renault,Duster,2021,33173,CNG,Automatic,719744
Hyundai Creta,Hyundai,Creta,2016,146342,Diesel,Manual,854699
Honda City,Honda,City,2008,144336,Diesel,Manual,857172
Renault Duster,Renault,Duster,2013,177219,Petrol,Automatic,873033
Mahindra XUV500,Mahindra,XUV500,2020,13391,Diesel,Automatic,237040
Toyota Glanza,Toyota,Glanza,2020,86713,Petrol,Automatic,246601
Honda Jazz,Honda,Jazz,2007,63928,Petrol,Automatic,306126
Mahindra XUV300,Mahindra,XUV300,2007,135835,Petrol,Manual,1068322
Mahindra XUV300,Mahindra,XUV300,2013,132866,Diesel,Manual,156189
Hyundai i20,Hyundai,i20,2016,190262,Petrol,Automatic,1129831
Maruti WagonR,Maruti,WagonR,2012,96764,Diesel,Automatic,735386
Maruti Swift,Maruti,Swift,2021,48275,CNG,Manual,1392087
Hyundai i10,Hyundai,i10,2015,155844,CNG,Automatic,844372
Honda Jazz,Honda,Jazz,2022,178266,Diesel,Manual,562504
Toyota Fortuner,Toyota,Fortuner,2020,165632,CNG,Manual,1327471
Renault Kwid,Renault,Kwid,2021,177116,Petrol,Manual,1283125
Ford EcoSport,Ford,EcoSport,2011,5288,Petrol,Manual,213779
Renault Duster,Renault,Duster,2009,182119,Diesel,Automatic,567982
Kia Seltos,Kia,Seltos,2013,124962,Petrol,Manual,1094823
Toyota Fortuner,Toyota,Fortuner,2010,97379,Diesel,Automatic,673312
Kia Sonet,Kia,Sonet,2013,45944,Diesel,Automatic,427112
Kia Seltos,Kia,Seltos,2009,144333,Petrol,Manual,1130537
Renault Duster,Renault,Duster,2008,158949,Diesel,Manual,1123525
Tata Nexon,Tata,Nexon,2012,172743,Diesel,Manual,584689
Ford Endeavour,Ford,Endeavour,2015,177273,Diesel,Automatic,862808
Kia Sonet,Kia,Sonet,2022,77710,CNG,Manual,1342609
Mahindra XUV300,Mahindra,XUV300,2018,150246,Diesel,Manual,619486
Mahindra XUV500,Mahindra,XUV500,2017,135456,CNG,Automatic,988233
Renault Kwid,Renault,Kwid,2013,113367,CNG,Manual,322374
Maruti Dzire,Maruti,Dzire,2021,177834,Diesel,Automatic,88308
Mahindra XUV300,Mahindra,XUV300,2015,177474,CNG,Automatic,146157
Maruti Dzire,Maruti,Dzire,2023,68383,Diesel,Automatic,1062167
Toyota Innova,Toyota,Innova,2007,178642,CNG,Manual,407526
Volkswagen Vento,Volkswagen,Vento,2018,139869,Petrol,Manual,984448
Renault Kwid,Renault,Kwid,2014,179745,CNG,Manual,658678
Toyota Fortuner,Toyota,Fortuner,2007,12566,Diesel,Manual,50000
Kia Seltos,Kia,Seltos,2019,17956,Diesel,Manual,1240339
Ford EcoSport,Ford,EcoSport,2021,146506,CNG,Automatic,1297419
Toyota Fortuner,Toyota,Fortuner,2023,52277,CNG,Automatic,342559
Toyota Glanza,Toyota,Glanza,2019,91378,CNG,Automatic,876292
Hyundai i20,Hyundai,i20,2023,28372,CNG,Manual,1263927
Maruti WagonR,Maruti,WagonR,2008,93570,Petrol,Manual,60920
Ford Endeavour,Ford,Endeavour,2012,163308,Petrol,Automatic,625254
Toyota Fortuner,Toyota,Fortuner,2014,92466,Diesel,Automatic,1121153
Hyundai Creta,Hyundai,Creta,2016,101718,Diesel,Automatic,157680
Ford EcoSport,Ford,EcoSport,2018,74792,Petrol,Manual,519490
Hyundai i10,Hyundai,i10,2023,160607,Petrol,Automatic,622512
Maruti Dzire,Maruti,Dzire,2022,180798,CNG,Manual,1169466
Ford Endeavour,Ford,Endeavour,2020,185066,Diesel,Automatic,1024346
Hyundai i20,Hyundai,i20,2005,181567,Diesel,Manual,728019
Ford Endeavour,Ford,Endeavour,2020,121444,CNG,Automatic,208948
Tata Altroz,Tata,Altroz,2019,98531,CNG,Automatic,257830
Kia Seltos,Kia,Seltos,2021,45167,Diesel,Automatic,877944
Hyundai Creta,Hyundai,Creta,2005,166811,CNG,Manual,766045
Volkswagen Vento,Volkswagen,Vento,2012,43107,CNG,Manual,704335
Volkswagen Vento,Volkswagen,Vento,2005,44216,Diesel,Manual,232513
Hyundai Verna,Hyundai,Verna,2022,23707,CNG,Automatic,1298424
Volkswagen Polo,Volkswagen,Polo,2013,123036,Petrol,Automatic,63832
Toyota Glanza,Toyota,Glanza,2005,113458,Petrol,Automatic,478140
Maruti Alto,Maruti,Alto,2021,8130,CNG,Automatic,486083
Mahindra XUV300,Mahindra,XUV300,2013,110210,Diesel,Automatic,1071507
Volkswagen Polo,Volkswagen,Polo,2009,70207,Diesel,Manual,591686
Volkswagen Vento,Volkswagen,Vento,2009,44882,Diesel,Automatic,1211066
Volkswagen Polo,Volkswagen,Polo,2005,10869,Diesel,Automatic,50000
Tata Nexon,Tata,Nexon,2021,34115,Petrol,Manual,1249850
Mahindra XUV500,Mahindra,XUV500,2021,114400,CNG,Manual,1353173
Kia Seltos,Kia,Seltos,2017,162297,Diesel,Manual,135814
Toyota Glanza,Toyota,Glanza,2009,21314,Diesel,Manual,1064703
Hyundai Creta,Hyundai,Creta,2012,55420,Diesel,Automatic,802525
Tata Tiago,Tata,Tiago,2023,124074,CNG,Automatic,644069
Renault Kwid,Renault,Kwid,2011,58026,Petrol,Automatic,1239028
Toyota Innova,Toyota,Innova,2012,146462,Diesel,Automatic,957607
Honda Amaze,Honda,Amaze,2010,123221,Diesel,Automatic,711484
Ford Endeavour,Ford,Endeavour,2015,174651,Petrol,Manual,287289
Toyota Fortuner,Toyota,Fortuner,2020,65306,Diesel,Automatic,774943
Honda Jazz,Honda,Jazz,2021,118132,CNG,Manual,1236031
Toyota Innova,Toyota,Innova,2009,49198,Diesel,Manual,1278802
Mahindra XUV500,Mahindra,XUV500,2013,87287,CNG,Manual,556247
Maruti Alto,Maruti,Alto,2006,7903,CNG,Automatic,1050621
Ford Endeavour,Ford,Endeavour,2014,153797,Petrol,Manual,1036867
Volkswagen Vento,Volkswagen,Vento,2023,157247,CNG,Manual,396782
Toyota Innova,Toyota,Innova,2011,142199,Petrol,Automatic,763830
Volkswagen Polo,Volkswagen,Polo,2009,136174,CNG,Manual,701646
Tata Harrier,Tata,Harrier,2007,53811,CNG,Manual,560563
Volkswagen Polo,Volkswagen,Polo,2016,183653,Diesel,Automatic,1075792
Tata Nexon,Tata,Nexon,2009,7437,CNG,Manual,60049
Kia Sonet,Kia,Sonet,2006,130522,Diesel,Automatic,109236
Mahindra XUV300,Mahindra,XUV300,2023,154864,CNG,Manual,570332
Toyota Glanza,Toyota,Glanza,2023,28445,Petrol,Automatic,894663
Hyundai i10,Hyundai,i10,2012,49740,Petrol,Manual,932394
Renault Kwid,Renault,Kwid,2010,147813,CNG,Manual,1070242
Hyundai Creta,Hyundai,Creta,2019,113614,Petrol,Manual,914762
Mahindra XUV300,Mahindra,XUV300,2020,174806,CNG,Automatic,357665
Honda City,Honda,City,2012,144565,Diesel,Manual,1161887
Toyota Innova,Toyota,Innova,2016,158733,CNG,Automatic,1011461
Maruti Swift,Maruti,Swift,2009,134228,Petrol,Manual,486332
Mahindra XUV300,Mahindra,XUV300,2014,106342,CNG,Automatic,624858
Mahindra XUV500,Mahindra,XUV500,2006,11630,CNG,Manual,142670
Kia Seltos,Kia,Seltos,2006,85297,Petrol,Manual,1102553
Tata Tiago,Tata,Tiago,2020,171797,CNG,Manual,644508
Tata Nexon,Tata,Nexon,2022,64631,CNG,Manual,1237999
Renault Kwid,Renault,Kwid,2019,71274,Diesel,Automatic,939857
Volkswagen Vento,Volkswagen,Vento,2013,94382,Petrol,Automatic,831613
Volkswagen Polo,Volkswagen,Polo,2017,47669,Petrol,Automatic,340448
Renault Kwid,Renault,Kwid,2015,124141,CNG,Automatic,1191823
Renault Kwid,Renault,Kwid,2015,28032,Diesel,Manual,406085
Mahindra XUV500,Mahindra,XUV500,2016,193569,Petrol,Manual,236436
Mahindra XUV500,Mahindra,XUV500,2009,9093,CNG,Manual,340119
Hyundai Creta,Hyundai,Creta,2009,134802,Diesel,Automatic,618845
Mahindra XUV300,Mahindra,XUV300,2013,11081,Petrol,Manual,1139533
Volkswagen Polo,Volkswagen,Polo,2019,77125,Petrol,Manual,353989
Tata Tiago,Tata,Tiago,2023,94252,Petrol,Automatic,700815
Kia Seltos,Kia,Seltos,2008,149623,Petrol,Manual,1066702
Maruti WagonR,Maruti,WagonR,2019,80154,Diesel,Automatic,1307259
Honda Jazz,Honda,Jazz,2020,186683,Diesel,Automatic,414028
Hyundai Creta,Hyundai,Creta,2017,17088,Diesel,Manual,826560
Mahindra XUV300,Mahindra,XUV300,2022,124469,Petrol,Manual,1399010
Volkswagen Polo,Volkswagen,Polo,2006,103459,Petrol,Manual,473779
Kia Sonet,Kia,Sonet,2016,18060,Diesel,Manual,598887
Ford Endeavour,Ford,Endeavour,2005,108606,CNG,Manual,308385
Renault Duster,Renault,Duster,2018,77068,CNG,Automatic,1381291
Honda Jazz,Honda,Jazz,2015,140418,CNG,Automatic,1244307
Tata Nexon,Tata,Nexon,2015,125534,CNG,Automatic,1199897
Maruti Swift,Maruti,Swift,2016,63743,Diesel,Automatic,1194657
Volkswagen Polo,Volkswagen,Polo,2023,6844,Petrol,Automatic,957679
Renault Duster,Renault,Duster,2013,49003,Petrol,Manual,263048
Mahindra XUV500,Mahindra,XUV500,2007,148356,Diesel,Automatic,476258
Volkswagen Vento,Volkswagen,Vento,2017,22749,CNG,Manual,1293408
Honda Amaze,Honda,Amaze,2020,63129,Diesel,Automatic,257658
Renault Duster,Renault,Duster,2015,49419,CNG,Manual,1287206
Renault Kwid,Renault,Kwid,2005,33226,Diesel,Automatic,172103
Honda Jazz,Honda,Jazz,2019,146786,Petrol,Manual,1331579
Ford Endeavour,Ford,Endeavour,2016,117009,Diesel,Automatic,1195207
Hyundai i20,Hyundai,i20,2005,184800,Petrol,Manual,957226
Ford Endeavour,Ford,Endeavour,2022,186978,CNG,Automatic,679065
Honda Jazz,Honda,Jazz,2022,47435,Diesel,Manual,1040289
Mahindra XUV500,Mahindra,XUV500,2007,71795,Diesel,Automatic,767970
Ford Endeavour,Ford,Endeavour,2011,153376,CNG,Automatic,1051935
Kia Seltos,Kia,Seltos,2012,89887,CNG,Manual,247985
Honda Amaze,Honda,Amaze,2015,178092,CNG,Manual,413715
Ford EcoSport,Ford,EcoSport,2016,151636,Petrol,Manual,1127609
Volkswagen Polo,Volkswagen,Polo,2021,47836,CNG,Manual,809527
Volkswagen Vento,Volkswagen,Vento,2012,137116,Petrol,Automatic,466131
Maruti Baleno,Maruti,Baleno,2011,160514,Diesel,Manual,380714
Renault Duster,Renault,Duster,2017,97620,Diesel,Manual,1278204
Honda Amaze,Honda,Amaze,2006,109432,Petrol,Automatic,519585
Tata Tiago,Tata,Tiago,2011,191992,CNG,Automatic,878363
Maruti WagonR,Maruti,WagonR,2017,187409,Petrol,Manual,991736
Volkswagen Polo,Volkswagen,Polo,2017,27249,Diesel,Automatic,668645
Ford Endeavour,Ford,Endeavour,2020,7821,Diesel,Manual,1203087
Volkswagen Vento,Volkswagen,Vento,2005,66385,Petrol,Manual,552546
Volkswagen Vento,Volkswagen,Vento,2021,25334,CNG,Manual,1022068
Ford Endeavour,Ford,Endeavour,2011,44723,Diesel,Manual,932178
Hyundai Verna,Hyundai,Verna,2007,72084,CNG,Automatic,1176207
Renault Kwid,Renault,Kwid,2007,158842,CNG,Automatic,646423
Ford EcoSport,Ford,EcoSport,2012,127832,CNG,Automatic,1104794
Volkswagen Polo,Volkswagen,Polo,2014,41830,Diesel,Automatic,921358
Tata Nexon,Tata,Nexon,2012,20398,CNG,Automatic,247907
Toyota Fortuner,Toyota,Fortuner,2022,10305,CNG,Automatic,852201
Tata Altroz,Tata,Altroz,2022,78067,CNG,Manual,1074157
Ford EcoSport,Ford,EcoSport,2008,33137,CNG,Automatic,1074871
Mahindra Scorpio,Mahindra,Scorpio,2018,75432,CNG,Automatic,493466
Toyota Fortuner,Toyota,Fortuner,2017,67987,Petrol,Manual,1359173
Honda Jazz,Honda,Jazz,2018,195727,Petrol,Manual,105321
Mahindra XUV300,Mahindra,XUV300,2008,65508,Petrol,Automatic,652586
Honda City,Honda,City,2010,177242,Petrol,Automatic,741393
Kia Sonet,Kia,Sonet,2006,91357,Diesel,Manual,1055202
Volkswagen Vento,Volkswagen,Vento,2014,155949,Petrol,Manual,600065
Kia Seltos,Kia,Seltos,2016,199664,CNG,Manual,130048
Hyundai i10,Hyundai,i10,2007,199967,Petrol,Automatic,772216
Maruti Dzire,Maruti,Dzire,2023,38290,CNG,Manual,1415581
Hyundai Verna,Hyundai,Verna,2007,108250,Diesel,Automatic,481225
Kia Seltos,Kia,Seltos,2019,133079,CNG,Automatic,95758
Honda Amaze,Honda,Amaze,2010,123207,Petrol,Manual,375691
Volkswagen Vento,Volkswagen,Vento,2014,168212,Petrol,Automatic,583698
Hyundai i20,Hyundai,i20,2018,191549,Petrol,Manual,412383
Maruti Alto,Maruti,Alto,2021,123628,Petrol,Manual,166428
Ford EcoSport,Ford,EcoSport,2005,28768,Petrol,Automatic,561579
Kia Sonet,Kia,Sonet,2019,11137,CNG,Automatic,448103
Volkswagen Polo,Volkswagen,Polo,2018,126555,Petrol,Manual,328441
Volkswagen Polo,Volkswagen,Polo,2019,115446,Diesel,Automatic,1252491
Ford EcoSport,Ford,EcoSport,2007,117405,CNG,Manual,80740
Volkswagen Polo,Volkswagen,Polo,2010,102953,Diesel,Automatic,50000
Renault Duster,Renault,Duster,2019,197037,CNG,Manual,527748
Maruti Swift,Maruti,Swift,2008,22784,Petrol,Automatic,1014335
Renault Kwid,Renault,Kwid,2018,109827,CNG,Manual,1097538
Maruti Baleno,Maruti,Baleno,2008,172988,Diesel,Manual,529984
Kia Sonet,Kia,Sonet,2016,113301,Diesel,Automatic,1261429
Renault Kwid,Renault,Kwid,2008,199144,Petrol,Manual,843106
Renault Duster,Renault,Duster,2020,162856,CNG,Manual,904974
Honda City,Honda,City,2023,125405,CNG,Manual,197093
Honda Amaze,Honda,Amaze,2009,78780,Diesel,Automatic,862905
Ford Endeavour,Ford,Endeavour,2015,140838,Diesel,Manual,285064
Tata Altroz,Tata,Altroz,2021,198999,Petrol,Automatic,737524
Ford EcoSport,Ford,EcoSport,2005,78350,Petrol,Manual,954440
Toyota Glanza,Toyota,Glanza,2021,75255,Diesel,Automatic,1017246
Ford EcoSport,Ford,EcoSport,2016,102121,Petrol,Automatic,175552
Tata Harrier,Tata,Harrier,2006,19040,Diesel,Manual,1160718
Toyota Innova,Toyota,Innova,2020,126692,Petrol,Automatic,1049483
Tata Tiago,Tata,Tiago,2017,21647,CNG,Automatic,1010907
Renault Kwid,Renault,Kwid,2021,44234,CNG,Manual,838820
Hyundai Verna,Hyundai,Verna,2014,190048,Diesel,Automatic,1299001
Hyundai Verna,Hyundai,Verna,2018,133391,CNG,Manual,441407
Kia Sonet,Kia,Sonet,2015,122358,Petrol,Manual,678671
Renault Kwid,Renault,Kwid,2019,178550,CNG,Automatic,1028950
Toyota Innova,Toyota,Innova,2008,76398,CNG,Automatic,305980
Toyota Innova,Toyota,Innova,2013,38884,Petrol,Automatic,225137
Honda City,Honda,City,2022,193673,CNG,Automatic,1144216
Mahindra Scorpio,Mahindra,Scorpio,2008,12351,Petrol,Automatic,1268732
Hyundai i10,Hyundai,i10,2013,66724,Diesel,Automatic,536749
Maruti Dzire,Maruti,Dzire,2020,95389,Diesel,Automatic,306455
Tata Nexon,Tata,Nexon,2021,106101,CNG,Manual,384701
Maruti Dzire,Maruti,Dzire,2016,134861,Petrol,Automatic,1247263
Toyota Innova,Toyota,Innova,2020,192906,Diesel,Manual,891211
Tata Nexon,Tata,Nexon,2010,101093,Petrol,Manual,882577
Maruti Dzire,Maruti,Dzire,2017,191496,CNG,Automatic,1195946
Renault Kwid,Renault,Kwid,2015,180270,CNG,Automatic,591325
Toyota Glanza,Toyota,Glanza,2016,12411,Diesel,Automatic,1391063
Tata Tiago,Tata,Tiago,2007,42708,Diesel,Automatic,233451
Mahindra XUV500,Mahindra,XUV500,2012,195905,Diesel,Manual,717576
Volkswagen Vento,Volkswagen,Vento,2017,124602,Petrol,Manual,100888
Toyota Innova,Toyota,Innova,2006,126789,Petrol,Automatic,1105431
Renault Duster,Renault,Duster,2023,193835,Diesel,Manual,770678
Tata Altroz,Tata,Altroz,2008,183996,Diesel,Automatic,995570
Maruti Swift,Maruti,Swift,2023,49960,Petrol,Manual,667444
Tata Altroz,Tata,Altroz,2018,195992,Diesel,Automatic,428762
Hyundai Creta,Hyundai,Creta,2020,6970,Petrol,Automatic,1304400
Mahindra XUV500,Mahindra,XUV500,2011,127945,Petrol,Automatic,121544
Renault Kwid,Renault,Kwid,2010,79274,CNG,Automatic,991720
Maruti Dzire,Maruti,Dzire,2023,131176,CNG,Manual,1289955
Tata Nexon,Tata,Nexon,2011,97443,CNG,Manual,1265841
Tata Altroz,Tata,Altroz,2014,50374,CNG,Automatic,277007
Renault Kwid,Renault,Kwid,2018,10674,Diesel,Manual,1363803
Hyundai Verna,Hyundai,Verna,2022,138319,Petrol,Manual,1398085
Hyundai i10,Hyundai,i10,2018,180957,Diesel,Manual,1272495
Toyota Innova,Toyota,Innova,2005,10501,CNG,Automatic,426571
Honda Jazz,Honda,Jazz,2009,28257,Petrol,Manual,1057510
Kia Seltos,Kia,Seltos,2006,114186,Diesel,Manual,674276
Mahindra XUV500,Mahindra,XUV500,2005,62333,Diesel,Automatic,574491
Hyundai Creta,Hyundai,Creta,2014,123752,Diesel,Manual,837704
Mahindra Scorpio,Mahindra,Scorpio,2021,135043,Petrol,Manual,625881
Volkswagen Vento,Volkswagen,Vento,2008,96229,Petrol,Automatic,294784
Renault Kwid,Renault,Kwid,2014,38612,Diesel,Automatic,584587
Toyota Glanza,Toyota,Glanza,2018,13591,Diesel,Automatic,872176
Mahindra XUV300,Mahindra,XUV300,2023,191327,Petrol,Manual,529440
Ford Endeavour,Ford,Endeavour,2011,171434,Petrol,Automatic,138094
Renault Duster,Renault,Duster,2022,66338,Diesel,Manual,1085859
Honda Jazz,Honda,Jazz,2019,99292,CNG,Automatic,665878
Kia Sonet,Kia,Sonet,2022,96999,CNG,Manual,504760
Kia Sonet,Kia,Sonet,2012,36590,Petrol,Automatic,1205221
Hyundai Creta,Hyundai,Creta,2006,55950,Petrol,Manual,916997
Renault Duster,Renault,Duster,2023,130487,CNG,Automatic,547839
Renault Duster,Renault,Duster,2020,14785,Petrol,Manual,618214
Tata Altroz,Tata,Altroz,2021,122834,Diesel,Manual,411539
Kia Sonet,Kia,Sonet,2015,172997,Petrol,Automatic,76690
Kia Seltos,Kia,Seltos,2008,148750,Diesel,Manual,538486
Mahindra Scorpio,Mahindra,Scorpio,2009,143123,Petrol,Manual,84929
Kia Sonet,Kia,Sonet,2010,34227,Petrol,Automatic,902796
Maruti WagonR,Maruti,WagonR,2007,179877,Diesel,Manual,1133911
Kia Sonet,Kia,Sonet,2008,12880,CNG,Manual,1120226
Maruti WagonR,Maruti,WagonR,2018,184053,Petrol,Manual,384605
Maruti Dzire,Maruti,Dzire,2007,198721,Petrol,Automatic,611416
Hyundai i10,Hyundai,i10,2009,135818,Diesel,Automatic,50000
Tata Harrier,Tata,Harrier,2019,16675,Diesel,Automatic,1257279
Honda City,Honda,City,2012,32631,Petrol,Manual,559018
Hyundai i20,Hyundai,i20,2009,67239,Petrol,Automatic,1039992
Tata Altroz,Tata,Altroz,2008,140413,Petrol,Manual,50000
Honda City,Honda,City,2012,83739,CNG,Manual,870893
Ford Endeavour,Ford,Endeavour,2012,11094,Diesel,Manual,1158527
Ford EcoSport,Ford,EcoSport,2016,7641,Diesel,Manual,727816
Volkswagen Vento,Volkswagen,Vento,2022,12548,CNG,Manual,315677
Volkswagen Vento,Volkswagen,Vento,2018,159567,Petrol,Manual,873396
Ford Endeavour,Ford,Endeavour,2015,139057,CNG,Manual,1199474
Kia Seltos,Kia,Seltos,2010,73670,Diesel,Automatic,1280204
Honda City,Honda,City,2016,142847,Petrol,Automatic,947844
Hyundai i10,Hyundai,i10,2012,130270,Diesel,Manual,415681
Honda City,Honda,City,2018,187703,CNG,Automatic,1026529
Mahindra XUV500,Mahindra,XUV500,2007,182087,Diesel,Automatic,627438
Maruti Alto,Maruti,Alto,2010,23539,Diesel,Manual,968115
Maruti Dzire,Maruti,Dzire,2008,97277,Diesel,Manual,365947
Maruti Swift,Maruti,Swift,2015,128576,Diesel,Automatic,655465
